6.550609,1.877842,54.344300
8.139046,6.359349,118.684659
8.821341,7.336107,135.792474
8.334630,8.111376,142.887416
2.094000,5.714448,73.273180
7.226146,6.572684,115.676629
8.382542,1.728543,62.394845
8.306581,5.415000,107.611151
2.374377,6.932522,89.295177
3.709432,8.625848,118.645562
3.488096,6.793758,94.733024
9.181534,8.545416,154.356250
9.259200,5.928027,120.068177
6.548277,2.787626,65.045562
6.755402,6.965164,117.690498
3.619307,2.282613,43.095997
0.718321,1.772047,21.880673
4.276468,9.324356,131.295324
8.534164,9.023490,156.449649
0.436565,0.149092,3.688983
3.159394,4.518583,65.879759
1.419746,4.120879,51.175807
2.092805,9.064776,113.122960
5.596834,3.559979,68.836228
6.240202,8.947400,139.847324
5.959348,4.594892,83.333477
1.837469,8.606134,105.817946
4.921345,8.810183,129.142073
9.765670,9.280911,168.377862
3.600043,2.523951,45.694025
8.135478,8.894771,152.009435
9.261576,8.700293,156.996008
5.449240,2.950487,60.837190
9.144780,1.438644,62.948530
9.897323,8.006487,151.810431
6.497986,4.635618,87.019441
6.371665,6.617193,110.841479
0.885947,5.451435,62.881834
0.279960,1.327421,14.924537
8.684566,7.558536,137.849865
6.915375,9.052370,145.815221
0.052710,0.749176,7.819340
9.276378,2.574630,77.567704
9.914369,2.589495,81.271981
6.758080,8.849847,142.082442
7.967014,4.982511,100.081869
7.086390,6.217998,110.290919
5.668290,0.494323,33.869504
6.979090,5.426715,99.682237
1.310475,9.586625,114.121565
5.587865,0.489185,33.401802
6.683829,9.557372,150.903176
7.368245,8.035187,135.490572
0.711325,4.231055,48.259293
1.844024,5.370284,67.787542
1.954666,1.404295,24.562473
0.431610,6.867417,76.141174
6.296673,4.508123,84.274139
0.850886,9.822956,113.804672
4.528474,3.918659,66.913658
9.886956,4.088104,100.070855
4.433985,0.812785,31.084614
6.218273,2.015290,54.156731
1.512479,0.330103,10.974174
0.535972,6.695682,74.837635
2.014026,7.201946,90.177374
3.920819,2.193015,43.734858
6.095738,6.886467,112.481328
7.933747,3.226540,78.094907
0.887233,8.824098,102.029423
6.225950,4.579741,84.727219
1.155814,9.371564,110.443688
4.766833,3.976190,68.967843
0.516284,2.137367,24.632620
0.522453,9.726917,110.359090
7.594020,7.712167,132.752793
7.299035,8.650338,143.109215
2.339097,5.105241,67.742580
0.913862,1.472513,19.780406
7.058903,2.345236,62.607848
4.275394,1.487214,37.741974
4.820598,9.794211,141.080553
2.186314,6.923258,87.984587
5.129865,8.421211,125.593053
5.840492,1.837490,50.061365
6.499986,9.536493,149.356745
2.474929,3.556217,50.961755
3.881802,4.548298,70.491815
8.721648,7.160200,132.826842
0.851750,3.902887,45.475726
3.005447,4.988250,70.396376
9.696627,9.744338,174.319163
7.001362,8.354177,137.225939
1.853708,3.312241,44.716030
3.648413,2.061302,40.784078
5.705284,1.212708,42.184334
9.088134,9.354521,164.739620
5.306033,4.574725,79.224962
1.641202,4.673553,58.659803
7.740785,9.774708,161.138278
5.659941,8.578256,131.151402
6.154170,7.289783,117.955283
3.641421,7.664001,106.302374
1.638632,4.549710,57.251307
5.936448,1.779970,49.912108
5.757883,2.988816,63.012730
0.262878,9.918604,110.859777
1.232674,4.715623,56.705880
6.818375,7.394296,123.585806
4.120789,6.967976,100.881692
0.944988,6.250403,72.317034
2.739262,5.969811,80.228852
9.787551,7.980852,150.738281
0.225318,8.926465,98.761678
4.105832,1.868971,41.102910
2.186885,6.452278,82.442466
8.322431,6.902837,126.895118
2.132179,3.810737,51.845469
1.332143,1.224854,19.385620
1.160832,0.209986,7.957185
8.901388,5.195083,108.405341
7.418492,0.815368,46.522383
3.538560,3.308370,54.212401
6.767059,1.408954,50.030243
1.790164,6.031338,75.061321
3.100254,1.745208,34.340043
5.086415,2.842196,57.553164
1.910060,0.480665,14.563678
7.836247,8.663449,146.899046
9.706338,5.363798,115.459268
0.760446,2.986045,35.008469
2.184910,1.639165,28.301170
8.861725,6.089301,119.701943
6.316942,6.705157,111.603407
1.610679,4.163959,52.768207
1.624311,7.479297,90.938256
6.242966,3.186823,68.077683
4.729476,0.636149,30.651067
8.071279,9.014164,153.174713
4.534527,8.598047,123.843356
2.342568,7.893200,100.573176
8.920772,9.362253,163.695270
8.122479,3.426148,81.613483
4.356802,8.477340,121.130755
6.914535,2.592942,64.760233
2.517403,3.967565,55.834409
5.276397,0.846471,35.811611
1.098381,6.472230,75.824977
7.967626,7.403417,131.150888
7.715793,4.096272,87.540828
9.671061,0.602363,55.580322
0.412350,9.588421,107.930494
1.609424,1.415632,22.859517
3.971476,5.143593,78.024496
9.362046,7.999963,148.189005
1.417979,8.498421,101.706536
1.429978,5.322479,64.729760
0.953619,2.020260,25.764155
5.331989,8.032831,122.007083
5.641765,0.088498,29.194445
9.683898,1.081725,61.448808
2.980364,4.757264,67.573292
5.691460,1.216384,42.153700
7.145757,2.095929,60.122764
6.536287,6.634746,112.104204
7.502611,1.189805,51.338000
5.598438,8.411430,128.599874
6.917914,4.250538,84.782626
2.597665,8.841857,113.818376
2.132206,4.004822,54.020937
2.453673,5.634146,74.549054
7.260462,1.155944,49.673908
1.378895,2.860139,37.102669
4.640480,3.625079,64.131733
1.860375,5.018098,63.868092
4.979618,6.994461,106.700892
6.213631,0.009677,31.176961
1.248035,5.983211,71.145615
0.525340,7.347875,82.276604
6.670904,7.666482,126.125302
7.587857,6.922034,122.455761
8.544979,3.788659,88.521678
6.241506,6.009832,102.419739
3.567027,3.943920,61.643397
4.124734,9.022679,126.434564
5.758948,7.693136,120.505411
8.516868,7.343796,133.924667
9.848313,5.583134,119.186931
7.936139,9.039227,152.591040
9.221053,6.982928,133.688665
8.141328,0.366884,44.986323
9.373853,5.669282,117.404769
5.404209,5.610364,92.336217
8.551312,2.031664,66.960650
6.537227,8.639203,137.837033
9.905434,7.332981,142.761516
6.172097,3.898114,76.173061
6.721460,2.542359,63.094916
6.741939,3.298490,72.230241
6.138773,5.552053,96.113477
6.061462,4.001520,76.774731
2.796248,6.541681,87.335839
0.998761,8.601927,100.130644
1.950005,4.400154,57.403762
0.296889,8.703492,96.611238
4.062331,5.477708,82.539712
7.951376,9.339396,156.725479
4.199401,6.478632,95.421869
7.947623,3.526079,81.847012
7.853625,2.873471,73.341946
9.944008,8.491889,158.738827
5.782625,7.301554,115.704365
2.205526,0.937145,20.900288
8.409995,3.863624,88.677587
2.005009,7.910293,98.557285
1.226317,0.421844,10.471282
4.147726,9.917461,137.975823
8.244991,9.380504,159.297817
9.964523,1.871935,72.622966
7.621305,8.786691,147.087235
3.173613,3.582510,55.250500
9.118637,4.653406,102.779216
5.834456,8.656187,133.327943
5.154420,7.193819,110.301386
0.883638,1.921118,24.337956
8.919872,4.488309,99.503967
2.046126,7.681051,96.084281
1.505133,3.577259,45.654786
8.148510,2.939304,75.789733
0.053456,2.801435,29.096389
3.060095,5.373367,75.210048
4.104043,7.351972,105.479642
5.637372,4.660402,82.217292
1.738168,3.287945,43.794348
3.983231,2.595408,48.611470
1.165686,1.932905,25.981726
4.802215,7.155259,107.555651
8.644250,3.671500,87.631720
1.454651,8.038095,96.453825
1.200080,8.834014,104.264822
3.808534,7.437399,104.613271
0.120402,3.087217,32.501616
9.504300,7.723486,145.402843
7.245616,4.561980,90.539917
4.151808,9.963965,138.600447
1.090599,5.310501,62.536470
9.574905,1.106109,61.176146
5.369382,8.807356,132.135430
3.186795,3.157186,50.514877
9.753613,6.614392,132.189848
6.611566,1.966114,55.705349
6.756410,0.645213,41.147671
